name,chineseName,code,id,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Réunion,留尼汪岛,REU,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Barthélemy,圣巴泰勒米岛,BLM,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saint Helena, Ascension and Tristan da Cunha",圣赫勒拿,SHN,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,圣基茨和尼维斯,KNA,659,12366563.6119699,12483229.3064224,12541562.1536487,1.11253693242383e-308,1.11253693256793e-308,1.11253693261175e-308,1.11253693282794e-308,1.11253693338951e-308,1.11253693286028e-308,1.11253693316907e-308,1.11253693328024e-308,1.11253693410156e-308,1.11253693492173e-308,1.11253693523081e-308,1.1125369370388e-308,1.11253693749562e-308,1.1125369366882e-308,1.11253694024565e-308,1.11253694146526e-308,1.11253694378919e-308,1.11253694616528e-308,1.11253694923581e-308,1.11253695050391e-308,1.11253695071435e-308,1.11253695361195e-308,1.11253695667607e-308,1.11253696153713e-308,147748148.148148,172692592.592593,192518518.518518,217259259.259259,220540740.740741,242137037.037037,263755555.555556,295159259.259259,313485185.185185,333944444.444444,374641307.974641,383257331.40548,406595484.373262,421695769.843918,458643829.014199,481077373.669966,469869869.86987,506900000,547203703.703704,644411111.111111,689285185.185185,751233333.333333,747862962.962963,760170370.37037,817759259.259259,800414814.814815,839770370.37037,916566666.666667,923155555.555555,1008888888.88889,1060740740.74074,1078518518.51852,1164814814.81481,980740740.740741
Saint Lucia,圣卢西亚,LCA,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11253697134067e-308,1.11253697728776e-308,1.11253697454295e-308,1.11253697792822e-308,1.11253699137778e-308,1.11253699952071e-308,1.11253701324476e-308,375555555.555556,429629629.62963,486666666.666667,579629629.62963,613703703.703704,674074074.074074,684814814.814815,713703703.703704,762962962.962963,788888888.888889,805925925.925926,877407407.407407,921851851.851852,932592592.592592,892592592.592592,9e+08,987407407.407407,1066666666.66667,1135555555.55556,1268319185.18519,1336088814.81481,1437731111.11111,1401507888.88889,1486758037.03704,1576988407.40741,1605146777.77778,1664816740.74074,1755130814.81481,1808079888.88889,1865513444.44444,1996771444.44444,2065127259.25926,2118791555.55556,1616772740.74074
Saint Martin (French part),法属圣马丁,MAF,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Pierre and Miquelon,圣皮埃尔和密克隆,SPM,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Vincent and the Grenadines,圣文森特和格林纳丁斯,VCT,670,13066557.7786852,13999883.3343055,14524878.959342,1.11253693263998e-308,1.11253693289936e-308,1.11253693298582e-308,1.1125369332308e-308,1.11253693316541e-308,1.11253693304555e-308,1.1125369333667e-308,1.11253693381136e-308,1.11253693420702e-308,1.11253693606812e-308,1.11253693670544e-308,1.11253693738696e-308,1.11253693746427e-308,1.11253693735442e-308,1.11253694144545e-308,1.11253694428426e-308,1.11253694681674e-308,1.11253694959437e-308,1.11253695447233e-308,1.11253695735586e-308,1.11253695945468e-308,1.1125369626092e-308,1.11253696523188e-308,1.112536968988e-308,175580647.407407,200726712.592593,214745002.222222,240366666.666667,254829629.62963,277955555.555556,286307407.407407,289437037.037037,316007407.407407,331488888.888889,347770370.37037,373618518.518519,390718518.518519,396262962.962963,430040740.740741,461885185.185185,481807407.407407,521974074.074074,550729629.62963,610929629.62963,684444444.444444,695429629.62963,674922222.222222,681225925.925926,676129629.62963,692933333.333333,721207407.407407,727714814.814815,755400000,774429629.62963,792177777.777778,811300000,825040740.740741,807474074.074074
Samoa,萨摩亚,WSM,882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11253695919933e-308,1.11253695688739e-308,1.11253695622982e-308,1.11253695286306e-308,1.11253695419103e-308,111713922.141578,133016065.416065,122888609.715243,125766269.755358,125597205.422315,132303041.36253,133122897.196262,221098106.508876,224865731.381903,249908970.658971,285475591.89651,269481523.200465,258833766.580017,269019710.327456,273088357.1637,288078881.433056,338838639.378435,420320176.359437,465568018.300557,505832439.822977,570469196.667431,619260721.579306,584706020.213857,663155954.963744,737147951.052999,760319276.013529,770059550.966038,756805940.214677,787958585.894736,799493884.324697,832025573.983795,821286927.535723,852007112.724637,807100820.648132
San Marino,圣马力诺,SMR,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109098657.57511,1005159388.24397,1077413479.05282,1168269230.76923,1464326160.8154,1723750000,1785847531.40157,1908167105.75837,2185874623.59704,2393437820.41892,2056126701.86163,1881214370.93994,1813752783.96437,1604779647.95066,1678841811.66158,1673973694.69908,1419394771.21029,1468377272.13859,1528630707.49794,1655300872.53427,1616369645.99635,0
Sao Tome and Principe,圣多美和普林西比,STP,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75951210.6852445,85171308.1654435,102085583.465275,114582561.627097,136450274.673234,142775597.255916,149146423.083742,188021190.592847,187820464.571058,196652514.267255,231489270.144529,250680845.747837,300554483.611626,346528329.183227,316066072.343754,345495614.979982,375614126.193877,412253809.728799,427425039.684339,472914469.91933
Saudi Arabia,沙特阿拉伯,SAU,682,0,0,0,0,0,0,0,0,1.11253796377215e-308,1.11253803738792e-308,1.1125382576155e-308,1.11253870415066e-308,1.11253931659558e-308,1.11254062177451e-308,1.11254814774825e-308,1.11254848379486e-308,1.11255274074355e-308,1.11255525621447e-308,1.11255675752403e-308,1.11256456227759e-308,1.11257757644394e-308,1.11258245539912e-308,1.11257478431434e-308,1.11256883887909e-308,1.11256648053502e-308,1.11256259544336e-308,1.11255841172516e-308,85695941760.0451,88256162068.9725,95344352823.6969,117630271802.48,132223268491.322,137087876662.216,132967901415.22,135174886488.652,143343036341.789,158662398744.993,165963557409.88,146775498080,161716960000,189514926213.333,184137469733.333,189605920240,215807655253.333,258742263040,328459700114.755,376900135727.637,415964583055.37,519796738640,429097899280,528207332640,671238840106.667,735974843360,746647127413.333,756350347333.333,654269902880,644935541440,688586244293.333,786521831573.333,792966838160,700117873253.333
Senegal,塞内加尔,SEN,686,1003692374.55789,1058975265.58883,1085475573.48959,1.11253720645892e-308,1.11253722295847e-308,1.11253722817774e-308,1.1125372372809e-308,1.11253723717531e-308,1.11253725271463e-308,1.11253723686747e-308,1.11253724975592e-308,1.11253726016613e-308,1.11253732965855e-308,1.11253738957418e-308,1.11253744785577e-308,1.11253762845244e-308,1.11253763818291e-308,1.11253765504747e-308,1.11253773960879e-308,1.11253793835271e-308,1.11253804339815e-308,1.11253794107338e-308,1.11253792083121e-308,1.1125378110018e-308,1.11253779020379e-308,1.11253787265827e-308,1.11253826127768e-308,6487352282.67143,6418419798.13177,6366039352.62267,7390967034.67363,7255210700.97896,7769817869.31065,7367985694.79161,5034588159.28612,6326342962.93447,6559712550.65952,6041478436.08043,6505607633.36937,6592835457.6876,6013184809.23898,6507824767.06303,7006402592.45463,8768721956.33228,10076817278.1025,11009032665.3876,11697918802.7922,13994218939.2431,16853991176.9058,16145868284.5645,16121314670.9653,17814284622.1718,17660871725.9977,18918668644.1941,19797254643.1212,17774766636.0459,19040312815.1337,20996564751.5994,23116699808.1723,23306213742.3602,24644234594.6566
Serbia,塞尔维亚,SRB,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16832598870.0565,21818007448.7896,25676487999.5941,19457979423.376,19388663551.0012,6875845986.52121,12960538723.7591,17120906918.3503,22482365321.7656,26141968161.0924,27683225959.2468,32482070360.3204,43170990616.4729,52194221468.5007,45162894380.9318,41819468691.8251,49258136128.9672,43309252921.0567,48394239474.6762,47062206677.6539,39655958842.5478,40692643373.0327,44179055279.8887,50640650221.4622,51514222381.8428,53335016425.4148
Seychelles,塞舌尔,SYC,690,12012012.012012,11592011.5920116,12642026.5718964,1.11253693269305e-308,1.11253693305619e-308,1.11253693310806e-308,1.11253693331557e-308,1.11253693336226e-308,1.11253693322441e-308,1.11253693331779e-308,1.11253693380692e-308,1.11253693467991e-308,1.11253693682395e-308,1.11253693836819e-308,1.11253693990924e-308,1.11253694106255e-308,1.11253694142713e-308,1.11253694519374e-308,1.11253695038784e-308,1.11253696069127e-308,1.11253696565567e-308,1.11253696751969e-308,1.11253696579274e-308,1.11253696549649e-308,1.11253696663294e-308,1.11253697097437e-308,1.11253698059953e-308,249267039.782675,283828769.029925,304832867.393246,368584758.942457,374359556.084926,433667193.814795,473916819.453826,486451204.557142,508221508.221508,503068472.20266,562958836.519905,608369282.225727,622985493.682733,614879764.780006,622262057.191635,697518248.175182,705704816.042365,839319927.272727,919103254.545455,1016418229.25159,1033561654.0568,967199593.960157,847397850.094417,969936525.298729,1065826669.89742,1060226125.62616,1328157608.83087,1343007845.04468,1377495054.04127,1426651768.82189,1528242026.36264,1547690759.44363,1582841058.89479,1059886363.63636
Sierra Leone,塞拉利昂,SLE,694,322009471.56704,327834680.557103,342721579.817636,1.11253701535614e-308,1.11253702111229e-308,1.11253701803222e-308,1.11253702200945e-308,1.11253701541749e-308,1.11253701073987e-308,1.11253703021349e-308,1.11253703656722e-308,1.11253703289608e-308,1.112537044218e-308,1.11253707135435e-308,1.11253708947678e-308,1.11253709707187e-308,1.11253707621236e-308,1.11253710014541e-308,1.11253716658503e-308,1.11253720330557e-308,1.11253720115913e-308,1.11253720465332e-308,1.1125372492505e-308,1.11253717507703e-308,1.11253719789484e-308,1.11253714093368e-308,1.11253705034451e-308,701307602.28443,1055083945.37738,932974411.917142,649644826.800447,779981458.921489,679997997.597117,768812334.801762,911915970.683484,870758739.40678,941742152.709895,850218033.622007,672375927.347148,669384768.87263,635874002.198748,1090467712.30773,1253340519.53311,1385810072.19217,1448536630.88143,1650494366.99875,1885112201.85278,2158496872.85796,2505458705.03338,2453899846.88317,2578026297.15912,2942546781.04548,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956,3719369107.34992,4085114794.22324,4076578542.56207,4063289449.58795
Singapore,新加坡,SGP,702,704756304.717104,764634783.744937,826244609.95688,1.11253715593438e-308,1.11253715014026e-308,1.11253717002426e-308,1.11253720010848e-308,1.11253723509108e-308,1.1125372814521e-308,1.11253733930452e-308,1.11253740370155e-308,1.11253748848291e-308,1.11253760153885e-308,1.11253784233961e-308,1.11253821914412e-308,1.11253832095597e-308,1.11253849224953e-308,1.11253856426136e-308,1.1125387862429e-308,1.11253922589842e-308,1.1125398680195e-308,1.1125404310004e-308,1.11254090259187e-308,1.11254132251303e-308,1.11254180799402e-308,1.11254166154596e-308,1.11254152078995e-308,20919215578.2125,25371462488.1292,30465364738.6206,36144336768.7023,45466164978.2923,52130263965.6231,60603478153.2368,73690847191.3055,87810991957.1046,96295886524.8227,100124191810.345,85728310229.4455,86284660766.9617,96074477958.2367,89794943349.8912,92537752708.5893,97645448283.7791,115035498757.543,127807618360.971,148630373214.173,180941941477.009,193611986712.842,194152286008.938,239809387605.427,279351168707.267,295087220933.024,307576360584.992,314851156183.411,308004146057.608,318763807455.664,343337750742.27,375981539145.907,374386306993.109,339998477929.985
Sint Maarten (Dutch part),圣马丁岛,SXM,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,936089385.47486,985865921.787709,1022905027.93296,1245251396.64804,1253072625.69832,1263687150.83799,1191620111.73184,1185474860.3352,0,0
Slovakia,斯洛伐克,SVK,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12747380650.0762,14272201755.4704,15495514296.8042,16520676973.5301,20162936291.375,25840146405.2288,27925036755.3866,27706028095.6157,29856000671.216,30453383763.0514,29169953012.7142,30752150335.5705,35130340673.8189,46816589164.7856,57332015147.7527,62785305310.2848,70708098105.6329,86454081576.7862,100469509301.304,89046289247.0131,90712671900.5229,99362720493.6429,94258572686.2287,98541305462.1038,100954719362.24,88601289843.0917,89614053143.7939,95157888666.9967,105561218935.334,105284375640.698,105172564491.569
Slovenia,斯洛文尼亚,SVN,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21352224019.4096,21507232648.7252,20763101740.6963,22146231967.6861,22711384311.1404,20289627636.6767,20876309970.385,23489890274.3142,29634713641.0968,34414784504.2352,36206395970.6504,39481045038.2637,48006372844.2376,55552509154.8264,50368056404.5568,48161250405.2468,51516366654.8197,46580457470.2769,48401896808.3064,49930685013.4603,43090173394.6913,44736333522.4522,48469082710.3089,54137142149.4799,54178877605.9999,53589609580.7099
Solomon Islands,所罗门群岛,SLB,090,0,0,0,0,0,0,0,1.1125369354797e-308,1.11253693619133e-308,1.11253693632032e-308,0,1.11253694161929e-308,1.11253693928479e-308,1.11253694290763e-308,1.11253695013759e-308,1.11253694768647e-308,1.11253694978181e-308,1.11253695226398e-308,1.1125369566797e-308,1.11253696662231e-308,1.11253697450276e-308,1.11253697723127e-308,1.11253697682329e-308,1.1125369739904e-308,1.11253697405528e-308,1.11253697012637e-308,1.11253696570921e-308,155244493.4353,176709270.031025,172681320.835169,214727767.638123,227641078.532489,269116491.92309,300843868.620008,402868080.452087,469479432.749053,510598923.283984,526514030.509295,457679209.236648,488001488.187512,419933580.931046,409435392.194013,346431958.274064,352522682.156703,397611126.698465,476898763.595798,538668769.301531,620230005.227391,699157190.980782,735940409.683426,846797693.595387,1049952233.25874,1190994126.60431,1284698922.22785,1335538893.33315,1307061543.70981,1378551118.49224,1483758906.61054,1574599182.64697,1570093229.25588,1545888426.23031
Somalia,索马里,SOM,706,180459936.776025,191659914.376034,203531927.547229,1.11253698264874e-308,1.11253698595502e-308,1.11253698946156e-308,1.11253699283354e-308,1.11253699639227e-308,1.11253700008243e-308,1.11253700493391e-308,1.11253700894639e-308,1.11253701104685e-308,1.11253703225207e-308,1.11253705450626e-308,1.11253704476057e-308,1.11253710485694e-308,1.11253712867722e-308,1.11253705241203e-308,1.1125370688237e-308,1.11253707510668e-308,1.1125370783608e-308,1.11253710195728e-308,1.11253712056065e-308,1.11253711055133e-308,1.11253712399136e-308,1.11253714575431e-308,1.11253715907286e-308,1009792724.39772,1038291284.49695,1092392963.199,917044228.012679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4574495666.99486,5021956321.11861,5331761394.25501,5529873479.87153,5.609e+09,5850677295.69858,6476674591.87348,6965285324.52207
South Africa,南非,ZAF,710,7575396973.02288,7972996814.14993,8497996604.37052,1.11253925714177e-308,1.11253949197108e-308,1.11253972922131e-308,1.11253998134291e-308,1.11254033272226e-308,1.11254060870721e-308,1.11254107456153e-308,1.11254147920113e-308,1.11254195234277e-308,1.11254220524129e-308,1.11254416624682e-308,1.11254602196883e-308,1.11254634479671e-308,1.11254597148247e-308,1.11254697147134e-308,1.11254847543187e-308,1.11255116963879e-308,1.11255742815666e-308,1.11255803930033e-308,1.11255630232344e-308,1.11255852383813e-308,1.11255603578321e-308,1.11255152460465e-308,1.11255360930569e-308,88573697223.1721,95176640968.0367,99030856824.7526,115552349036.929,123943432441.241,134545231416.55,147196639471.188,153512625915.287,171735223677.318,163236785802.34,168976663845.486,152982541794.042,151516560274.982,151753369491.916,135429607036.658,129088132201.846,197020241490.079,255806631391.551,288868489078.987,303860874149.007,333075462599.71,316132138757.081,329753048857.052,417365076968.257,458201514136.977,434400545085.811,400886013595.573,381198869776.106,346709790458.563,323585509674.481,381448814653.456,404842116738.074,387934574098.17,335442101366.417
South Georgia and the South Sandwich Islands,南乔治亚岛和南桑威奇群岛,SGS,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,南苏丹,SSD,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14586253383.0632,12231264525.0671,14602072410.9506,14907308932.7534,11931472169.4915,18426469016.9492,13962212847.4576,11997800760.2242,0,0,0,0,0
Spain,西班牙,ESP,724,12072126075.397,13834300571.4849,16138545209.246,1.11254164138344e-308,1.11254220188379e-308,1.11254304503499e-308,1.11254402429868e-308,1.1125447471308e-308,1.1125447047472e-308,1.11254583199826e-308,1.11254705586888e-308,1.11254844578062e-308,1.11255153690106e-308,1.1125563557977e-308,1.11256095912598e-308,1.11256528295137e-308,1.11256620441799e-308,1.11256964857242e-308,1.11257660264776e-308,1.11258994298056e-308,1.11259443029895e-308,1.11258702945955e-308,1.11258534688515e-308,1.11257915980756e-308,1.11257944432138e-308,1.11258159117333e-308,1.11259901380827e-308,318747935588.196,376160409941.437,414757056921.996,536558591250.408,577166174539.632,630916018202.503,525075636030.854,530562634455.347,614609020549.773,642588992512.807,590077272727.273,619214834614.099,634693160025.57,596877648793.072,627286800894.855,705394315829.098,905492099322.799,1067093369754.16,1153285660987.44,1259343871534.31,1472131125102.66,1625224842536.99,1485583495415.39,1420722034063,1478772824224.03,1324820091194.67,1354757433212.72,1369398844599.58,1195119269971.52,1232076017361.53,1309297246509.31,1420300232663.59,1393046093137.25,1281484640043.58
Sri Lanka,斯里兰卡,LKA,144,1409873949.57983,1444327731.09244,1434156378.60082,1.11253723574037e-308,1.11253725280432e-308,1.11253734879422e-308,1.11253736192432e-308,1.11253738860249e-308,1.11253737424483e-308,1.11253741480803e-308,1.11253749655721e-308,1.11253751455059e-308,1.11253756015971e-308,1.11253763962736e-308,1.11253781229379e-308,1.11253786582868e-308,1.11253781642748e-308,1.11253794320219e-308,1.11253760443972e-308,1.11253776042306e-308,1.11253792346731e-308,1.11253802011205e-308,1.11253810729508e-308,1.11253820589781e-308,1.11253842219025e-308,1.11253840612969e-308,1.11253851155085e-308,6682167119.56522,6978371581.26375,6987267683.77254,8032551173.24014,9000362581.58086,9703011635.86585,10338679635.7616,11717604208.8223,13029697560.9756,13897738375.2488,15091913883.7091,15794972847.1683,15656327859.5696,16330814179.9766,15749753804.8344,16536535647.0834,18881765437.2151,20662525941.2985,24405791044.7761,28279814924.5918,32350248410.8216,40713812309.7316,42066217871.5349,56725749221.9043,65292753005.4665,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356,87428128123.7209,87963042340.8379,83990946939.4651,80676681933.978
Sudan,苏丹,SDN,729,1307333333.33333,1419333333.33333,1541666666.66667,1.11253731668341e-308,1.11253732730582e-308,1.11253734410405e-308,1.11253735489115e-308,1.1125373901345e-308,1.11253741030885e-308,1.11253745897432e-308,1.11253753143728e-308,1.11253758537278e-308,1.1125376412022e-308,1.1125378115725e-308,1.11253806436942e-308,1.11253831214334e-308,1.11253865337802e-308,1.11253907942729e-308,1.11253882411887e-308,1.11253916051582e-308,1.11253877207729e-308,1.11253940365787e-308,1.11253921183688e-308,1.11253896237174e-308,1.11253932580724e-308,1.11253999338286e-308,1.11254082472962e-308,20155555555.5556,15399166666.6667,15291507936.5079,12408647540.9836,11379222222.2222,7034219712.52567,8881785938.48085,12794192334.2541,13829744878.6366,9018243044.45155,11681494637.3041,11250327988.0478,10682045258.3647,12257418326.0734,15716489369.9266,18136839087.0077,21355576672.542,26645490675.0417,35182105414.3919,45264519502.6479,59440139774.8128,64831935604.2484,51621044076.9231,58962978034.4828,55018567210.5263,37632919966.6667,43024018082.1918,49516748617.9775,51726758676.7677,42630376000,41283617976.1905,30964349684.7059,26155799324.8663,21329109521.8077
Suriname,苏里南,SUR,740,99650000,107700000,116150000,1.11253696036738e-308,1.11253696245481e-308,1.11253696733371e-308,1.1125369762763e-308,1.11253698377374e-308,1.11253698887497e-308,1.11253699339567e-308,1.11253699716292e-308,1.11253700361048e-308,1.11253700631549e-308,1.11253701310889e-308,1.1125370305e-308,1.11253704424738e-308,1.11253705412869e-308,1.11253708772516e-308,1.11253711094624e-308,1.11253712255678e-308,1.1125371256447e-308,1.11253714886578e-308,1.11253715528863e-308,1.1125371475071e-308,1.11253714268996e-308,1.11253714491326e-308,1.11253714935985e-308,9.8e+08,1.161e+09,542600000,388400000,448100000,404600000,428764705.882353,605492537.313433,691590497.737557,861411471.321696,926422500,1110850000,886290697.674419,947671969.69697,834279357.798165,1093574468.08511,1274190311.41869,1484092538.40527,1793388732.29125,2626380435.17877,2936612021.85792,3532969034.60838,3875409836.06557,4368398047.64333,4422276621.78703,4.98e+09,5145757575.75758,5240606060.60606,5126291450.81511,3317438910.83068,3591623596.03082,3996247906.19765,3984483762.37123,2884248048.49068
Svalbard and Jan Mayen,斯瓦尔巴群岛和扬马延岛,SJM,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,瑞典,SWE,752,15822585033.5764,17212686614.5726,18667251380.0746,1.11254192051983e-308,1.11254249550012e-308,1.11254305455588e-308,1.11254359209606e-308,1.11254416138546e-308,1.11254460377783e-308,1.1125452636723e-308,1.11254633933957e-308,1.11254719752192e-308,1.11254902253443e-308,1.11255160423022e-308,1.11255323671508e-308,1.11255740466735e-308,1.11255900461843e-308,1.11256026613333e-308,1.11256272994246e-308,1.11256740974681e-308,1.11257203065834e-308,1.11256896618405e-308,1.11256518500566e-308,1.11256287124658e-308,1.11256390557447e-308,1.11256512151325e-308,1.11257410721364e-308,183009638350.893,206986674500.588,217948315624.564,261846194498.885,274229034311.699,284321115594.629,212953336588.123,229033566614.826,267305875261.099,291743811512.079,268146144677.73,270809066780.714,274072182416.731,262835454366.855,242395852494.409,266849061835.659,334337212322.076,385118044877.465,392218088878.779,423093437423.762,491252589217.021,517706149201.196,436537014293.554,495812558843.31,574094112972.733,552483727282.802,586841821796.891,581964017237.095,505103781349.757,515654671469.547,541018749769.097,555455371487.089,533879529188.454,541220059459.25
Switzerland,瑞士,CHE,756,9522746719.21614,10712712465.0522,11879982758.5619,1.11254015640241e-308,1.11254050642637e-308,1.11254072040252e-308,1.11254100036902e-308,1.11254131161914e-308,1.11254160872961e-308,1.11254199957428e-308,0,0,0,0,0,0,0,0,0,0,1.11256723052344e-308,1.11256468072209e-308,1.11256537263972e-308,1.11256527151649e-308,1.11256399104616e-308,1.11256436808856e-308,1.11257626273466e-308,199403912956.009,215721878630.493,208280848462.62,265987061618.198,269127820781.032,280156819798.037,272466458446.129,301628489434.818,353132515010.571,340471241909.385,295121356714.67,303882354117.809,298520480628.412,279841151705.353,287226531168.523,310175772488.13,363063293977.872,405531321270.607,420544947799.55,443801905407.561,493537376707.764,570304197211.707,558199868578.256,603434493402.679,722038242134.62,692109693986.886,712748124222.61,734396591036.932,702149580770.901,695600652899.283,704478516963.855,735539301552.674,731767398052.879,752248045730.11
Syrian Arab Republic,叙利亚,SYR,760,857704413.407821,945244972.067039,1110565880.75881,1.11253722580351e-308,1.11253726015265e-308,1.11253725776833e-308,1.11253725563448e-308,1.11253728589928e-308,1.11253731519383e-308,1.11253737307201e-308,1.11253736899789e-308,1.11253744744051e-308,1.11253752601247e-308,1.11253756640541e-308,1.11253797782645e-308,1.11253830442524e-308,1.11253851461955e-308,1.11253862940587e-308,1.11253896776216e-308,1.11253938221086e-308,1.11254015610018e-308,1.11254106914608e-308,1.1125412586533e-308,1.11254154206446e-308,1.11254167115091e-308,1.11254216729352e-308,1.11254321886662e-308,32538089171.9745,16574342984.4098,18609532293.9866,23904498886.4143,27756258351.8931,33107349665.9243,36860133630.2895,45086948775.0557,50866369710.4677,61546280623.608,66420400890.8686,70418173719.3764,72970334075.7238,80590022271.7149,86771314031.1804,90558485523.3853,95693808463.2517,112863340757.238,134203830734.967,153799910913.14,180030111358.575,218089977728.285,224561692650.334,252518218262.806,64315437939.0108,42807315975.5342,20345458470.8427,21239000398.0826,16492072144.2125,12356980638.8143,16112991411.879,21490335085.8366,22777882165.1115,0
"Taiwan, Province of China",中国台湾省,TWN,158,1.743e+09,1.778e+09,1.96e+09,1.1125374771724e-308,1.11253756956268e-308,1.11253763799077e-308,1.11253772148786e-308,1.11253784549834e-308,1.11253799767056e-308,1.11253816861727e-308,1.11253835833848e-308,1.1125385910434e-308,1.11253892107925e-308,1.11253963179268e-308,1.11254057027038e-308,1.11254084126538e-308,1.11254161991284e-308,1.11254242622798e-308,1.11254369128306e-308,1.11254529749048e-308,1.11254737676575e-308,1.11254904547247e-308,1.11254916725965e-308,1.11255030731613e-308,1.11255200714898e-308,1.11255264029411e-308,1.11255628353418e-308,1.04956e+11,1.26378e+11,1.52687e+11,1.66392e+11,1.871e+11,2.22947e+11,2.34943e+11,2.56213e+11,2.79013e+11,2.92473e+11,3.03315e+11,2.79926e+11,3.03827e+11,3.30725e+11,2.99303e+11,3.07429e+11,3.17374e+11,3.46881e+11,3.74042e+11,3.86492e+11,4.0694e+11,4.15824e+11,3.90788e+11,4.44245e+11,4.83957e+11,4.95536e+11,5.12957e+11,5.35332e+11,5.34474e+11,5.43002e+11,5.9078e+11,6.09251e+11,6.11336e+11,6.69324e+11
Tajikistan,塔吉克斯坦,TJK,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2629395852.11903,1.352e+09,2156666666.66667,1644325581.39535,1518796992.4812,1231040564.3739,1043654822.33503,921572114.529611,1320242080.86531,1086605267.40992,860521119.298753,1080768906.5003,1221120798.81336,1555301496.04756,2076182460.86517,2312327536.41789,2830220713.07301,3719506172.83951,5161337336.40365,4979481980.35098,5642178579.58438,6522732202.50748,7633049792.09321,8448469837.53831,9112544556.05962,8271454300.59548,6992393787.40891,7536439875.08334,7765014424.33779,8300784856.87904,8194150301.78552
